[step],(mean) curr-fish-count,(mean) curr-shark-count,(mean) curr-food-count
2063,31,19,162
2064,31,20,161
2065,31,19,162
2066,33,19,160
2067,32,19,161
2068,34,18,162
2069,35,18,163
2070,33,18,163
2071,33,17,162
2072,33,16,164
2073,32,16,165
2074,32,15,165
2075,34,15,167
2076,34,15,163
2077,34,15,162
2078,34,15,160
2079,34,14,161
2080,33,14,164
2081,33,13,165
2082,33,13,165
2083,33,13,160
2084,33,13,162
2085,33,12,161
2086,32,12,162
2087,31,12,158
2088,32,12,157
2089,32,12,158
2090,31,11,156
2091,31,10,159
2092,31,8,162
2093,33,7,162
2094,33,7,161
2095,34,7,162
2096,35,7,159
2097,36,7,160
2098,36,7,160
2099,36,7,160
2100,36,7,162
2101,39,7,161
2102,38,7,160
2103,38,7,158
2104,36,7,160
2105,36,6,162
2106,36,5,162
2107,36,6,160
2108,38,6,158
2109,37,6,158
2110,39,6,159
2111,40,6,158
2112,41,6,159
2113,40,6,159
2114,39,6,159
2115,39,5,156
2116,40,5,157
2117,40,5,151
2118,40,5,151
2119,40,5,154
2120,40,5,156
2121,42,3,157
2122,42,3,159
2123,43,2,162
2124,44,2,162
2125,43,2,163
2126,43,2,163
2127,44,2,164
2128,46,2,164
2129,46,2,166
2130,47,2,168
2131,46,2,165
2132,45,1,164
2133,46,1,165
2134,48,1,166
2135,48,1,165
2136,53,1,165
2137,56,1,166
2138,58,1,159
2139,57,1,157
2140,58,1,154
2141,60,1,156
2142,59,1,158
2143,62,1,158
2144,63,1,160
2145,63,1,155
2146,64,1,155
2147,66,1,155
2148,65,1,154
2149,66,1,152
2150,66,1,148
2151,68,1,149
2152,70,1,147
2153,72,1,146
2154,73,1,142
2155,73,1,143
2156,76,1,142
2157,77,1,139
2158,77,1,136
2159,77,1,132
2160,77,1,130
2161,75,1,131
2162,77,1,127
2163,76,1,123
2164,75,1,122
2165,75,1,120
2166,78,1,120
2167,78,1,120
2168,78,1,120
2169,76,1,118
2170,75,1,113
2171,77,1,111
2172,78,1,108
2173,78,1,111
2174,79,1,112
2175,79,1,111
2176,80,1,112
2177,80,1,114
2178,81,1,113
2179,81,1,111
2180,81,1,113
2181,82,1,109
2182,82,1,106
2183,81,1,103
2184,83,1,100
2185,87,1,99
2186,89,1,98
2187,91,1,97
2188,91,1,98
2189,92,1,96
2190,96,1,92
2191,95,1,89
2192,94,1,88
2193,94,1,89
2194,94,1,88
2195,94,1,87
2196,93,1,83
2197,96,1,84
2198,101,1,84
2199,102,0,81
